target_name,model_name,feature_name,accuracy,balanced_accuracy,f05_score,f2_score,f1,specificity,sensitivity
PRIVACY_Risky row counts,lr,fw,0.8275862068965517,0.8936170212765957,0.9487179487179488,0.880952380952381,0.8222222222222222,1.0,0.7872340425531915
