target_name,model_name,feature_name,accuracy,balanced_accuracy,f05_score,f2_score,f1,specificity,sensitivity
PRIVACY_Row memorization,svm,man,0.9310344827586207,0.9622641509433962,0.9839357429718876,0.9607843137254902,0.9386973180076629,1.0,0.9245283018867925
