target_name,model_name,feature_name,accuracy,balanced_accuracy,f05_score,f2_score,f1,specificity,sensitivity
PRIVACY_Risky row counts,svm,fw,0.7413793103448276,0.7011605415860735,0.8695652173913043,0.8275862068965516,0.7894736842105262,0.6363636363636364,0.7659574468085106
