target_name,model_name,feature_name,accuracy,balanced_accuracy,f05_score,f2_score,f1,specificity,sensitivity
PRIVACY_Row memorization,dt,man,0.8793103448275862,0.6622641509433962,0.9386973180076628,0.9333333333333333,0.928030303030303,0.4,0.9245283018867925
