target_name,model_name,feature_name,accuracy,balanced_accuracy,f05_score,f2_score,f1,specificity,sensitivity
PRIVACY_Risky row counts,lr,man,0.7758620689655172,0.7572533849129595,0.893719806763285,0.8505747126436781,0.8114035087719298,0.7272727272727273,0.7872340425531915
